mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_clf__colsample_bytree,param_clf__gamma,param_clf__learning_rate,param_clf__max_depth,param_clf__min_child_weight,param_clf__subsample,param_select__k,params,split0_test_score,split1_test_score,split2_test_score,split3_test_score,split4_test_score,mean_test_score,std_test_score,rank_test_score
1.9206905841827393,0.012269656181524877,0.04251537322998047,0.0011986660989370143,0.705051979426657,3.6386287158866253,0.2387586688716479,5,7,0.7070593162427692,55,"OrderedDict({'clf__colsample_bytree': 0.705051979426657, 'clf__gamma': 3.6386287158866253, 'clf__learning_rate': 0.2387586688716479, 'clf__max_depth': 5, 'clf__min_child_weight': 7, 'clf__subsample': 0.7070593162427692, 'select__k': 55})",0.918411695345616,0.915721006460487,0.9207255061202689,0.9458449483087864,0.9180641219810209,0.9237534556432359,0.011159083178974797,38
2.0567272186279295,0.011240948974358466,0.041696929931640626,0.0014212063194216987,0.9186941777766422,4.416576386904311,0.02806554771929606,10,9,0.5311564704220357,34,"OrderedDict({'clf__colsample_bytree': 0.9186941777766422, 'clf__gamma': 4.416576386904311, 'clf__learning_rate': 0.02806554771929606, 'clf__max_depth': 10, 'clf__min_child_weight': 9, 'clf__subsample': 0.5311564704220357, 'select__k': 34})",0.9275056089660065,0.9543247949545278,0.9223442861637291,0.9531578100192424,0.938144311039897,0.9390953622286805,0.013003949303196503,32
1.8384310722351074,0.021200224962478656,0.03640656471252442,0.0007042362352593089,0.7224162561505759,4.593612608346885,0.014285310742471472,6,3,0.7268326719031495,36,"OrderedDict({'clf__colsample_bytree': 0.7224162561505759, 'clf__gamma': 4.593612608346885, 'clf__learning_rate': 0.014285310742471472, 'clf__max_depth': 6, 'clf__min_child_weight': 3, 'clf__subsample': 0.7268326719031495, 'select__k': 36})",0.9406295776919205,0.9536004594774541,0.9485429150478866,0.9558374854584166,0.942786642961142,0.948279416127364,0.0059025067754575325,25
3.696897602081299,0.024518045492683768,0.0541898250579834,0.0013901046612249434,0.9061979941786817,0.8593578069828035,0.07645185888630145,9,6,0.5477275196074968,96,"OrderedDict({'clf__colsample_bytree': 0.9061979941786817, 'clf__gamma': 0.8593578069828035, 'clf__learning_rate': 0.07645185888630145, 'clf__max_depth': 9, 'clf__min_child_weight': 6, 'clf__subsample': 0.5477275196074968, 'select__k': 96})",0.9177752256309666,0.9386034226680422,0.9287627033077988,0.9496733173833198,0.915031424453273,0.9299692186886801,0.012931263096856127,35
2.6852437973022463,0.03186480277378592,0.04485974311828613,0.0023473951714282,0.8997767208035865,2.190145932204617,0.05996280567850356,8,9,0.8585155755799185,62,"OrderedDict({'clf__colsample_bytree': 0.8997767208035865, 'clf__gamma': 2.190145932204617, 'clf__learning_rate': 0.05996280567850356, 'clf__max_depth': 8, 'clf__min_child_weight': 9, 'clf__subsample': 0.8585155755799185, 'select__k': 62})",0.9337902875212081,0.9341915611258661,0.9309997292887611,0.9611767159068461,0.9373833929629711,0.9395083373611305,0.011021747886180256,30
1.7948861598968506,0.029924971746137674,0.03719315528869629,0.0006683412717876164,0.8670140089927842,4.6968486880138585,0.017444866126918635,4,8,0.6862898889916289,66,"OrderedDict({'clf__colsample_bytree': 0.8670140089927842, 'clf__gamma': 4.6968486880138585, 'clf__learning_rate': 0.017444866126918635, 'clf__max_depth': 4, 'clf__min_child_weight': 8, 'clf__subsample': 0.6862898889916289, 'select__k': 66})",0.9458525536354501,0.9529730678899888,0.961275488926447,0.9610102650775185,0.9480655121198154,0.9538353775298439,0.006396790929980051,16
3.3519436836242678,0.04206802994456961,0.05386009216308594,0.001780756922778049,0.8085396792511581,3.876821894139413,0.03390942329293072,9,6,0.7973100175434192,85,"OrderedDict({'clf__colsample_bytree': 0.8085396792511581, 'clf__gamma': 3.876821894139413, 'clf__learning_rate': 0.03390942329293072, 'clf__max_depth': 9, 'clf__min_child_weight': 6, 'clf__subsample': 0.7973100175434192, 'select__k': 85})",0.9275856275572991,0.9426000717018956,0.9303631920513327,0.9583031526884552,0.9309997292887611,0.9379703546575489,0.011394367499535972,34
2.770136308670044,0.012988205912262461,0.04892477989196777,0.000981820047605774,0.7717015338451563,4.600046132186582,0.05411797281355388,9,4,0.5255672768385259,77,"OrderedDict({'clf__colsample_bytree': 0.7717015338451563, 'clf__gamma': 4.600046132186582, 'clf__learning_rate': 0.05411797281355388, 'clf__max_depth': 9, 'clf__min_child_weight': 4, 'clf__subsample': 0.5255672768385259, 'select__k': 77})",0.9362031086456255,0.9399917323324334,0.930310147281547,0.9580909736093124,0.9346159192841517,0.9398423762306141,0.00963801974516333,29
1.2331905841827393,0.006390869547184701,0.035483360290527344,0.0010435856553406917,0.9777389931549642,3.50310722310683,0.1938811514231446,6,4,0.6057071436370981,20,"OrderedDict({'clf__colsample_bytree': 0.9777389931549642, 'clf__gamma': 3.50310722310683, 'clf__learning_rate': 0.1938811514231446, 'clf__max_depth': 6, 'clf__min_child_weight': 4, 'clf__subsample': 0.6057071436370981, 'select__k': 20})",0.8996116185768218,0.9354737812506859,0.8943951798766434,0.9246782560342999,0.9118487382661311,0.9132015148009163,0.015283736186981438,39
1.62948579788208,0.030328426189092702,0.03693304061889648,0.0007394351434541206,0.5018151536273716,4.089150098318758,0.12444128798312445,5,6,0.6373574244177087,51,"OrderedDict({'clf__colsample_bytree': 0.5018151536273716, 'clf__gamma': 4.089150098318758, 'clf__learning_rate': 0.12444128798312445, 'clf__max_depth': 5, 'clf__min_child_weight': 6, 'clf__subsample': 0.6373574244177087, 'select__k': 51})",0.9376612251980689,0.9465967207357493,0.9263226438976565,0.962618070341023,0.9240856179166941,0.9394568556178384,0.014138078341383377,31
